表,作業名,名 称,摘 要,単位,１回当たりの打設量,１回当たりの打設量.1,１回当たりの打設量.2,１回当たりの打設量.3,１回当たりの打設量.4,注
表RA-5-1【市】【専】,コンクリート打設手間(ブーム式)	(1ｍ3当たり),名称,摘要,単位,20ｍ3未満,"20ｍ3以上
50ｍ3未満","50ｍ3以上
100ｍ3未満","100ｍ3以上
170ｍ3未満",170ｍ3以上,
表RA-5-1【市】【専】,コンクリート打設手間(ブーム式)	(1ｍ3当たり),特殊作業員,,人,0.13,0.12,0.093,0.067,0.063,
表RA-5-1【市】【専】,コンクリート打設手間(ブーム式)	(1ｍ3当たり),その他,,式,1,1,1,1,1,
