表,作業名,名 称,摘 要,単位,所要量,備 考,注
表RA-2-14【市】,根切り小規模土工(バックホウ0.28ｍ3)	(1ｍ3当たり),バックホウ運転,0.28ｍ3,日,0.025,,
表RA-2-14【市】,根切り小規模土工(バックホウ0.28ｍ3)	(1ｍ3当たり),普通作業員,,人,0.03,,
表RA-2-14【市】,根切り小規模土工(バックホウ0.28ｍ3)	(1ｍ3当たり),その他,,式,1,,
