ロックウール保温筒［ｍ］,ロックウール保温筒［ｍ］.1,雑運ポリエチレンフィルム［ｍ］アルミガラス材搬化粧原紙,雑運ポリエチレンフィルム［ｍ］アルミガラス材搬化粧原紙.1,雑運ポリエチレンフィルム［ｍ］アルミガラス材搬化粧原紙.2,備考,注
30厚40厚,50厚,100幅125幅,150幅200幅,［ｍ］250幅料費,,
