Unnamed:0,Unnamed:1,材,料,"雑
材","運
搬","保
温","そ
の",注
呼,単,"グラスウール
［ｍ］","温筒
アルミガラス","雑
材","運
搬","保
温","そ
の",
び,,,化粧原紙,,,,,
,位,,［ｍ２］,,,工,,
径,,20厚25厚,40厚,料,費,,他,
,,,,,,［人］,,
