名称,摘要,単位,ビニル床シート,ビニル床シート.1,ビニル床タイル,ビニル床タイル.1,備考,注
名称,摘要,単位,床,階段,床,階段,備考,
ビニル床シート,,㎡,1.05,1.08,─,─,,
ビニル床タイル,,㎡,─,─,1.05,1.3,,
接着剤,ビニル系床材用,kg,0.3,0.3,0.3,0.3,,
内装工,,人,0.04,0.07,0.03,0.07,,
その他,,式,1,1,1,1,,
