摘要,単位,材料,材料.1,材料.2,雑材料,電工,普通作業員,その他,備考,注
摘要,単位,接地銅板,銅覆鋼棒,接地極埋設標,雑材料,電工,普通作業員,その他,,
,,［枚］,［組］,［枚］,,［人］,［人］,,,
900×900×1.5ｔ,,1,,,,1.53,3.58,,,
500×500×1.5ｔ,か所,1,,,１式,0.826,1.20,,,
500×250×1.5ｔ,,1,,,材料価格,0.609,1.03,,,
単独打込２連結打込,か所,,11,,材料価格,0.1830.287,－－,,,
３連結打込,,,1,,材料価格,0.383,－,１式,,
黄銅板製,枚,,,1,×0.02,0.307,－,,,
