単,材,材.1,材.2,材.3,料カラー亜鉛鉄板又は溶融アルミニウム-亜鉛鉄板［ｍ２］,料カラー亜鉛鉄板又は溶融アルミニウム-亜鉛鉄板［ｍ２］.1,雑材,運搬,保温,備考,注
単,ロックウール保温筒［ｍ］,ロックウール保温筒［ｍ］,ポリエチレンフィルム［ｍ］,ポリエチレンフィルム［ｍ］,料カラー亜鉛鉄板又は溶融アルミニウム-亜鉛鉄板［ｍ２］,料カラー亜鉛鉄板又は溶融アルミニウム-亜鉛鉄板［ｍ２］,雑材,運搬,保温,,
位,,,,,,,,,工,,
,30厚,40厚50厚,100幅125幅,150幅200幅,250幅0.27mm,0.35mm,料,費,,,
,,,,,,,,,［人］,,
