25×25×3,30×30×3,40×40×3,40×40×5,Ｍ8×20Ｌ～25Ｌ,3mm厚×25幅テープ,3mm厚×30幅テープ,3mm厚×40幅テープ,Ｍ１０又は呼び径９,Ｍ１０又は呼び径９.1,Ｍ１０又は呼び径９.2,Ｍ１０又は呼び径９.3,備考,注
25×25×3,30×30×3,40×40×3,40×40×5,Ｍ8×20Ｌ～25Ｌ,3mm厚×25幅テープ,3mm厚×30幅テープ,3mm厚×40幅テープ,25×25×3,30×30×3,40×40×3,40×40×5,,
［ｋｇ］,［ｋｇ］,［ｋｇ］,［ｋｇ］,［組］,［ｍ］,［ｍ］,［ｍ］,［ｋｇ］,［ｋｇ］,［ｋｇ］,［ｋｇ］,,
