1.05,－,－.1,7.9,－.2,－.3,－.4,－.5,0.49,注
1.05,－,－,－,7.2,－,－,－,0.55,
1.05,－,－,－,8.0,－,－,－,0.60,
－,1.05,－,－,－,8.3,－,－,0.75,
－,1.05,－,－,－,9.6,－,－,0.85,
－,1.05,－,－,－,10.8,－,－,0.95,
－,－,1.05,－,－,－,11.0,－,1.27,
