Unnamed:0,Unnamed:1,料,Unnamed:3,Unnamed:4,雑,運,保,ダ,そ,注
ポリエチレンフィルム,ポリエチレンフィルム,,"カラー亜鉛鉄板又は
溶融アルミニウム-亜鉛鉄板","カラー亜鉛鉄板又は
溶融アルミニウム-亜鉛鉄板",雑,運,温,ク,そ,
,［ｍ］,,［ｍ２］,［ｍ２］,材,搬,温,ト,の,
,,,,,,,工,工,,
125幅,150幅200幅,250幅,0.27mm,0.35mm,料,費,［人］,工,他,
,,,,,,,［人］,［人］,,
