0.117,0.34,0.360.36,0.61,備考,注
0.148,－,－－,－,,
0.160,－,－－,－,,
0.141,－,－－,－,,
0.140,0.34,0.360.36,0.61,,
0.266,－,－－,－,,
0.250,－,－－,－,,
0.232,－,－－,－,,
0.209,－,－－,－,,
