作業名,名称,摘要,単位,壁,壁.1,壁.2,天井,天井.1,天井.2,備考
けい酸カルシウム板張り (1㎡当たり),名 称,摘 要,単位,突付け,目透かし,下地張り,突付け,目透かし,下地張り,備考
けい酸カルシウム板張り (1㎡当たり),けい酸カルシウム板,,㎡,1.05,1.05,1.05,1.05,1.05,1.05,
けい酸カルシウム板張り (1㎡当たり),くぎ,ボードくぎ,kg,0.025,0.025,0.025,─,─,─,
けい酸カルシウム板張り (1㎡当たり),小ねじ,,kg,─,─,─,0.03,0.03,0.03,
けい酸カルシウム板張り (1㎡当たり),内装工,,人,0.06,0.07,0.055,0.06,0.07,0.055,
けい酸カルシウム板張り (1㎡当たり),その他,,式,1,1,1,1,1,1,
