作業名,名称,摘要,単位,外壁,外壁.1,内壁,内壁.1,備,考
壁モルタル塗り(モルタル仕上げ) (1㎡当たり),名 称,摘 要,単位,はけ引き,金ごて,はけ引き,金ごて,備,考
壁モルタル塗り(モルタル仕上げ) (1㎡当たり),セメント,,kg,13.0,13.0,10.3,10.3,,
壁モルタル塗り(モルタル仕上げ) (1㎡当たり),細 骨 材,砂,ｍ3,0.03,0.03,0.024,0.024,,
壁モルタル塗り(モルタル仕上げ) (1㎡当たり),混 和 材,消石灰,kg,─,─,0.38,0.38,,
壁モルタル塗り(モルタル仕上げ) (1㎡当たり),左 官,,人,0.11,0.13,0.095,0.115,,
壁モルタル塗り(モルタル仕上げ) (1㎡当たり),普通作業員,,人,0.038,0.038,0.03,0.03,,
壁モルタル塗り(モルタル仕上げ) (1㎡当たり),そ の 他,,式,1,1,1,1,,
