作業名,名称,摘要,単位,ビニル床シート,ビニル床シート.1,ビニル床タイル,ビニル床タイル.1,備考
内装床及び内装ボード張りに適用する。,名 称,摘 要,単位,床,階段,床,階段,備 考
内装床及び内装ボード張りに適用する。,ビニル床シート,,㎡,1.05,1.08,─,─,
内装床及び内装ボード張りに適用する。,ビニル床タイル,,㎡,─,─,1.05,1.3,
内装床及び内装ボード張りに適用する。,接 着 剤,ビニル系床材用,kg,0.3,0.3,0.3,0.3,
内装床及び内装ボード張りに適用する。,内 装 工,,人,0.04,0.07,0.03,0.07,
内装床及び内装ボード張りに適用する。,そ の 他,,式,1,1,1,1,
