作業名,打設部位,一般,耐圧版・スラブ,土間,捨ｺﾝｸﾘｰﾄ,防水保護ｺﾝｸﾘｰﾄ
ホ.コンクリート打設手間の部位による補正を下表に示す。,補 正 係 数,1,0.48,0.38,0.46,0.48
