作業名,1.05,－,－,7.9,－,－,－,－,0.49
1,1.05,－,－,－,7.2,－,－,－,0.55
1,1.05,－,－,－,8.0,－,－,－,0.60
1,－,1.05,－,－,－,8.3,－,－,0.75
1,－,1.05,－,－,－,9.6,－,－,0.85
1,－,1.05,－,－,－,10.8,－,－,0.95
1,－,－,1.05,－,－,－,11.0,－,1.27
