作業名,名称,摘要,単位,出幅木,出幅木.1,"幅木
(目地入)",階段出幅木,備,考
幅木モルタル塗り (1ｍ当たり),名 称,摘 要,単位,Ｈ=100mm,Ｈ=300mm,Ｈ=100mm,Ｈ=150mm,備,考
幅木モルタル塗り (1ｍ当たり),セメント,,kg,1.3,3.8,1.0,1.9,,
幅木モルタル塗り (1ｍ当たり),細 骨 材,砂,ｍ3,0.003,0.009,0.002,0.004,,
幅木モルタル塗り (1ｍ当たり),目地ジョイナー,塩ビ製,ｍ,─,─,1.05,─,,
幅木モルタル塗り (1ｍ当たり),左 官,,人,0.052,0.065,0.033,0.065,,
幅木モルタル塗り (1ｍ当たり),普通作業員,,人,0.003,0.009,0.003,0.005,,
幅木モルタル塗り (1ｍ当たり),そ の 他,,式,1,1,1,1,,
