作業名,1.5313－7,7,1.6,0.055,－,－.1,0.46,－.2
0.8,1.48 5 － 4,3,1.6,0.021,0.9,－,0.81,－
0.8,1.43 3 － 4,3,1.5,0.012,－,1.4,－,1.16
0.8,1.43 － 3 4,3,1.5,0.012,－,1.4,－,1.16
