作業名,Unnamed:1,Unnamed:2,料,Unnamed:4,Unnamed:5,雑,運,保,ダ,そ
ブライン管(6/7),ポリエチレンフィルム,ポリエチレンフィルム,,"カラー亜鉛鉄板又は
溶融アルミニウム-亜鉛鉄板","カラー亜鉛鉄板又は
溶融アルミニウム-亜鉛鉄板",雑,運,温,ク,そ
ブライン管(6/7),,［ｍ］,,［ｍ２］,［ｍ２］,材,搬,温,ト,の
ブライン管(6/7),,,,,,,,工,工,
ブライン管(6/7),125幅,150幅 200幅,250幅,0.27mm,0.35mm,料,費,［人］,工,他
ブライン管(6/7),,,,,,,,［人］,［人］,
