作業名,"グラスウール保温筒
［ｍ］","グラスウール保温筒
［ｍ］.1",Unnamed:3,"ポリエチレンフィルム
［ｍ］","ポリエチレンフィルム
［ｍ］.1"
冷水・冷温水管(膨張管を含む。)及び冷媒管(4/8),30厚,40厚 50厚,100幅,125幅 150幅,200幅 250幅
