作業名,細目,摘要,単位,材料,雑材料,"電工
［人］",その他,備考
2.02,細　目,摘　要,単位,"ガーデンライト
［灯］",雑材料,"電工
［人］",その他,備考
2.02,ガーデンライト,１灯形,灯,1,"１式
(材料価格×
0.02)",0.755,１式,
2.02,ガーデンライト,２灯形,灯,1,"１式
(材料価格×
0.02)",0.906,１式,
