作業名,サイズ,Ｄ16,Ｄ19,Ｄ22,Ｄ25,Ｄ29,計
鉄骨鉄筋コンクリート造建物の太物鉄筋構成比率 (％),構成比,17.6,4.8,11.0,55.9,10.7,100
