作業名,細目,摘要,単位,材料,材料.1,"電工
［人］",その他,備考
×0.0005の,細　目,摘　要,単位,"ラジアスクリッ　プ　
［個］","裸銅線　　
［kg］","電工
［人］",その他,備考
×0.0005の,ボンディング,位置ボックス,個,―,0.012,0.010,１式,
