作業名,名称,摘要,単位,ｸﾗｯｼｬﾗﾝ,再生ｸﾗｯｼｬﾗﾝ,備考
砂利地業	(1ｍ3当たり),砂 利,,ｍ3,1.1,1.1,
砂利地業	(1ｍ3当たり),普通作業員,,人,0.2,0.2,
砂利地業	(1ｍ3当たり),そ の 他,,式,1,1,
