作業名,－,1.05,－,－,7.5,－,－,－,0.57
－,－,－,1.05,－,9.5,－,－,－,0.71
－,－,－,1.05,－,－,8.6,－,－,0.76
－,－,－,1.05,－,－,9.8,－,－,0.86
－,－,－,1.05,－,－,11.0,－,－,0.97
－,－,－,1.05,－,－,12.2,－,－,1.07
－,－,－,1.05,－,－,－,11.1,－,1.27
