作業名,細目,摘要,単位,材料,雑材料,"電工
［人］",その他,備考
線ぴ類,細　目,摘　要,単位,"２種金属線ぴ
［ｍ］",雑材料,"電工
［人］",その他,備考
線ぴ類,"２種金属線ぴ
(ＭＭ２)",Ａ型　40㎜×30㎜,ｍ,1,"１式
(材料価格
×0.02)",0.09,１式,
線ぴ類,"２種金属線ぴ
(ＭＭ２)",Ｂ型　40㎜×40㎜,ｍ,1,"１式
(材料価格
×0.02)",0.11,１式,
線ぴ類,"２種金属線ぴ
(ＭＭ２)",Ｃ型　40㎜×45㎜,ｍ,1,"１式
(材料価格
×0.02)",0.12,１式,
線ぴ類,"２種金属線ぴ
(ＭＭ２)",Ｄ型　45㎜×30㎜,ｍ,1,"１式
(材料価格
×0.02)",0.11,１式,
線ぴ類,"２種金属線ぴ
(ＭＭ２)",Ｅ型　45㎜×40㎜,ｍ,1,"１式
(材料価格
×0.02)",0.12,１式,
線ぴ類,"２種金属線ぴ
(ＭＭ２)",Ｆ型　45㎜×45㎜,ｍ,1,"１式
(材料価格
×0.02)",0.13,１式,
