作業名,名称,摘要,単位,"間柱及び
簡易なもの
径13～16㎜",主柱用,主柱用.1,主柱用.2,備考
アンカーボルト埋込み(Ｂ種) (1本当たり),名 称,摘 要,単位,"間柱及び
簡易なもの
径13～16㎜",径16～19㎜,径22～25㎜,径28㎜以上,備 考
アンカーボルト埋込み(Ｂ種) (1本当たり),型 わ く 工,,人,0.048,0.072,0.092,0.12,
アンカーボルト埋込み(Ｂ種) (1本当たり),そ の 他,,式,1,1,1,1,
