作業名,"25×
25×3","30×
30×3","40×
40×3","40×
40×5","Ｍ8×
20Ｌ
～25Ｌ","3mm
厚×
25幅
テープ","3mm
厚×
30幅
テープ","3mm
厚×
40幅
テープ",Ｍ１０又は呼び径９,Ｍ１０又は呼び径９,Ｍ１０又は呼び径９,Ｍ１０又は呼び径９
2,"25×
25×3","30×
30×3","40×
40×3","40×
40×5","Ｍ8×
20Ｌ
～25Ｌ","3mm
厚×
25幅
テープ","3mm
厚×
30幅
テープ","3mm
厚×
40幅
テープ","25×
25×3","30×
30×3","40×
40×3","40×
40×5"
2,［ｋｇ］,［ｋｇ］,［ｋｇ］,［ｋｇ］,［組］,［ｍ］,［ｍ］,［ｍ］,［ｋｇ］,［ｋｇ］,［ｋｇ］,［ｋｇ］
