"グラスウール保温筒
［ｍ］","グラスウール保温筒
［ｍ］.1","ポリエチレンフィルム
［ｍ］","ポリエチレンフィルム
［ｍ］.1","ポリエチレンフィルム
［ｍ］.2","カラー亜鉛鉄板又は
溶融アルミニウム-亜鉛鉄板
［ｍ２］",注
30厚40厚,50厚,100幅,125幅150幅,200幅250幅,0.27mm0.35mm,
