とりこわし歩掛りに含む工事等,別途計上する工事等,備考,注
(建築に関する事項)・鉄筋切断、発生材の小割、分別、積込み及び散水。・地業(捨コン及び砂利地業)の解体。・壁及び天井仕上げの下地材の解体。・玄関庇等の小規模な鉄骨の解体。・屋内階段が鉄骨造である場合の解体。・建物外壁部に取り付けられた、施設名表示等の解体。・鉄筋コンクリート造の屋根が鉄骨造となっている場合の下地鉄骨部材の解体。・土間コンクリート及び土間スラブの解体は、基礎部躯体とりこわし歩掛りに含まれる。・基礎部とりこわしの歩掛りには、撤去部の根切り・埋戻し・敷均し(場内発生土砂を利用)を含む。(電気設備に関する事項)・躯体に埋め込まれた設備機器類の解体。・配管・配線の解体。(機械設備に関する事項)・躯体に埋め込まれた設備機器類の解体。・配管類の解体。,・杭の引き抜き、場所打ち杭及びラップルコンクリート等の解体。・建物内の備品(家具類)等の解体。・エレベーター設備に附帯する鉄骨部材、耐震補強等で設置された鉄骨部材の解体。・施設の用途上設置された鉄骨階段の解体。・屋外鉄骨階段の解体。・特記による、とりこわし後の敷地の整地。,,
