表,作業名,名称,摘要,単位,所要量,備考,注
表RA-2-6【市】,根切り山留め付き総掘り切梁腹起方式(バックホウ0.8ｍ3)	(1ｍ3当たり),バックホウ運転,0.8ｍ3,日,0.0071,,
表RA-2-6【市】,根切り山留め付き総掘り切梁腹起方式(バックホウ0.8ｍ3)	(1ｍ3当たり),普通作業員,,人,0.009,,
表RA-2-6【市】,根切り山留め付き総掘り切梁腹起方式(バックホウ0.8ｍ3)	(1ｍ3当たり),その他,,式,1,,
