表,作業名,細目,摘要,単位,材料,雑材料,電工［人］,その他,備考,注
表RE-2-10【設】,非常用照明器具(白熱灯),細目,摘要,単位,非常用照明器具［個］,雑材料,電工［人］,その他,備考,
表RE-2-10【設】,非常用照明器具(白熱灯),非常用照明器具(露出形),JE9～30W、I40W,個,1,１式,0.130,１式,,
表RE-2-10【設】,非常用照明器具(白熱灯),非常用照明器具(埋込形),JE9～30W、I40W,個,1,(材料価格×0.05),0.209,１式,,
