表,作業名,１㎡当たり鋼材使用量(㎏),５０未満,５０以上５５未満,５５以上６０未満,６０以上６５未満,６５以上７０未満,７０以上８０未満,８０以上９０未満,９０以上１１０未満,１１０以上１３０未満,１３０以上１５０未満,１５０以上１９０未満,１９０以上２５０未満,備考,注
別表RA-7-1-1,１㎡当たり鋼材使用量による増減率,増減率,1.3,1.26,1.22,1.18,1.14,1.1,1.05,1,0.95,0.89,0.84,0.77,,
